"","Year","Date","Region","PlotID","Latitude","Longitude","EncounterType","FlagCode","FlagColor","CurrentFlagCode","CurrentFlagColor","Age","Sex","TrackerType1","TrackerType2","TrackerStatus1","TrackerStatus2","Observer","Comments"
"958",2019,"7/11/2019","Alaska","34 MI",64.8157,-165.9832,"R","1MK","FEDG","1MK","FEDG","ASY",,"RADIO","","Retained","","WAB","With 2 chicks. Adult unresponsive to chick call"
"959",2019,"7/1/2019","Alaska","Barrel",64.716,-165.771,"R","1LL","FEDG","1LL","FEDG","ASY",,"RADIO","","Retained","","JAJ","With 3 chicks"
"960",2019,"7/3/2019","Alaska","34 MI",64.822,-166.051,"R","1HE","FEDG","1HE","FEDG","ATY",,"RADIO","","Retained","","ZMP","With 3 chicks"
"963",2019,"7/3/2019","Alaska","34 MI",64.82,-166.034,"C","1HC","FEDG","1HC","FEDG","ATY",,"RADIO","","New","","CFG","With 3 old chicks all captured"
"964",2019,"6/29/2019","Alaska","Tombstone",64.94325,-166.20648,"R","1KX","FEDG","1KX","FEDG","ASY",,"RADIO","","Retained","","ZMP","With 4 chicks"
"965",2019,"7/5/2019","Alaska","34 MI",64.814222,-165.985405,"C","1MK","FEDG","1MK","FEDG","ASY",,"RADIO","","New","","JGW","With 4 chicks"
"972",2019,"7/9/2019","Alaska","34 MI",64.8149,-165.9292,"R","1LA","FEDG","1LA","FEDG","ATY",,"RADIO","","Retained","","ZMP","With one chick, seemingly only 1 left."
"974",2019,"7/3/2019","Alaska","34 MI",64.81502,-165.94065,"R","1LA","FEDG","1LA","FEDG","AHY",,"","","","","JAJ","With two 12-14 chicks. "
"977",2019,"6/27/2019","Alaska","37 MI",64.85103055,-166.090675,"C","1KU","FEDG","1KU","FEDG","ATY",,"GEO","RADIO","Removed","New","CFG",""
"978",2019,"6/27/2019","Alaska","37 MI",64.8403457,-166.0845185,"C","6TM","FELG","6TM","FELG","ATY",,"RADIO","","New","","ZMP",""
"979",2019,"6/28/2019","Alaska","34 MI",64.8244,-166.0397,"C","1KA","FEDG","1KA","FEDG","ATY",,"GEO","RADIO","Removed","New","ZMP",""
"980",2019,"7/4/2019","Alaska","Tombstone",64.934587,-166.208067,"R","1KX","FEDG","1KX","FEDG","ASY",,"RADIO","","Retained","","ZMP",""
"981",2019,"7/5/2019","Alaska","34 MI",64.8155567,-166.00157,"R","1LP","FEDG","1LP","FEDG","ASY",,"RADIO","","Retained","","ZMP",""
"982",2019,"7/5/2019","Alaska","Feather East",64.8386415,-165.926406,"R","6VV","FELG","6VV","FELG","ATY",,"","","","","CFG",""
"983",2019,"7/6/2019","Alaska","34 MI",64.81507,-166.02618,"R","1HC","FEDG","1HC","FEDG","ASY",,"RADIO","","Retained","","CFG",""
"984",2019,"7/6/2019","Alaska","34 MI",64.81631,-165.939755,"R","1LP","FEDG","1LP","FEDG","ASY",,"RADIO","","Retained","","WAB",""
"985",2019,"7/6/2019","Alaska","34 MI",64.81631,-165.939755,"C","1LP","FEDG","1LP","FEDG","ATY",,"RADIO","","New","","CFG",""
"986",2019,"7/7/2019","Alaska","Tombstone",64.934587,-166.208067,"R","1KX","FEDG","1KX","FEDG","ASY",,"RADIO","","Lost","","ZMP",""
"1237",2019,"7/7/2019","Alaska","Tombstone",64.935,-166.209,"C","1MC","FEDG","1MC","FEDG","L",,"","","","","WAB",""
"1238",2019,"7/7/2019","Alaska","Tombstone",64.935,-166.209,"C","1LX","FEDG","1LX","FEDG","L",,"","","","","WAB",""
"1239",2019,"7/4/2019","Alaska","Tombstone",64.935,-166.209,"C","1MA","FEDG","1MA","FEDG","L",,"","","","","WAB",""
"1240",2019,"7/3/2019","Alaska","34 MI",64.82,-166.034,"C","1LV","FEDG","1LV","FEDG","L",,"","","","","WAB",""
"1241",2019,"7/3/2019","Alaska","34 MI",64.82,-166.034,"C","1LU","FEDG","1LU","FEDG","L",,"","","","","WAB",""
"1242",2019,"7/5/2019","Alaska","Feather East",64.8389,-165.9249,"C","1MH","FEDG","1MH","FEDG","L",,"","","","","WAB",""
"1243",2019,"7/5/2019","Alaska","Feather East",64.8389,-165.9249,"C","1MJ","FEDG","1MJ","FEDG","L",,"","","","","WAB",""
