"","Year","Date","Region","PlotID","Latitude","Longitude","EncounterType","FlagCode","FlagColor","CurrentFlagCode","CurrentFlagColor","Age","Sex","TrackerType1","TrackerType2","TrackerStatus1","TrackerStatus2","Observer","Comments"
"987",2018,"6/25/2018","Alaska","34 MI",64.82434,-166.0415,"C","1HE","FEDG","1HE","FEDG","AHY",,"GEO"," VHF","New","New","JAJ",""
"988",2018,"6/27/2018","Alaska","34 MI",64.82192,-166.0375,"C","1KA","FEDG","1KA","FEDG","AHY",,"GEO"," VHF","New","New","LAM",""
"989",2018,"6/27/2018","Alaska","34 MI",64.81682,-165.9977,"R","6UY","FELG","6UY","FELG","AHY",,"","","","","JAJ",""
"990",2018,"6/28/2018","Alaska","37 MI",64.84372,-166.0867,"R","1KU","FEDG","1KU","FEDG","AHY",,"GEO"," VHF","New","New","JAJ",""
"991",2018,"6/28/2018","Alaska","37 MI",64.85026,-166.0965,"R","2LM","FEDG","2LM","FEDG","AHY",,"","","","","JAJ",""
"992",2018,"6/28/2018","Alaska","37 MI",64.84353,-166.0816,"C","6XN","FELG","6XN","FELG","AHY",,"GEO","","New","","LAM",""
"993",2018,"6/29/2018","Alaska","34 MI",64.81337,-165.9599,"R","1HJ","FEDG","1HJ","FEDG","AHY",,"","","","","LAM",""
"994",2018,"6/29/2018","Alaska","37 MI",64.84569,-166.0893,"R","6XN","FELG","6XN","FELG","AHY",,"GEO","","Retained","","LAM",""
"995",2018,"6/30/2018","Alaska","37 MI",64.84579,-166.0939,"R","6XN","FELG","6XN","FELG","AHY",,"GEO","","Retained","","CMW",""
"996",2018,"7/3/2018","Alaska","37 MI",64.84279,-166.0846,"C","1EV","FEDG","1EV","FEDG","AHY",,"GEO"," VHF","Removed","Retained","LAM",""
"997",2018,"7/3/2018","Alaska","Barrel",64.71609,-165.7724,"C","1LH","FEDG","1LH","FEDG","AHY",,"GEO"," VHF","New","New","JAJ",""
"998",2018,"7/3/2018","Alaska","34 MI",64.81738,-166.0336,"C","6UU","FELG","6UU","FELG","AHY",,"GEO"," VHF","New","New","JAJ",""
"999",2018,"7/4/2018","Alaska","37 MI",64.85421,-166.0881,"R","6XN","FELG","6XN","FELG","AHY",,"GEO","","Retained","","LAM",""
"1000",2018,"7/5/2018","Alaska","Feather West",64.852,-165.942,"R","6VJ","FELG","6VJ","FELG","AHY",,"","","","","ZMP",""
"1001",2018,"7/6/2018","Alaska","37 MI",64.84028,-166.08,"R","1KU","FEDG","1KU","FEDG","AHY",,"GEO"," VHF","Retained","Retained","ZMP",""
"1002",2018,"7/6/2018","Alaska","Feather Steven",64.8484,-166.0004,"R","1LC","FEDG","1LC","FEDG","AHY",,"","","","","ZMP",""
"1003",2018,"7/6/2018","Alaska","Feather Steven",64.84995,-165.9963,"C","1LE","FEDG","1LE","FEDG","AHY",,"GEO","","New","","CFG",""
"1004",2018,"7/7/2018","Alaska","37 MI",64.84335,-166.1064,"R","1EV","FEDG","1EV","FEDG","AHY",,"VHF","","Retained","","LAM",""
"1005",2018,"7/8/2018","Alaska","34 MI",64.81543,-166.0311,"R","1KA","FEDG","1KA","FEDG","AHY",,"GEO"," VHF","Retained","Retained","ZMP",""
"1006",2018,"7/10/2018","Alaska","Feather Steven",64.84673,-166.0035,"C","1JP","FEDG","1JP","FEDG","AHY",,"GEO","","New","","ZMP",""
"1007",2018,"7/10/2018","Alaska","Feather Steven",64.84992,-166.008,"R","1LC","FEDG","1LC","FEDG","AHY",,"","","","","ZMP",""
"1008",2018,"7/10/2018","Alaska","Feather Steven",64.84785,-166.0113,"R","1LE","FEDG","1LE","FEDG","AHY",,"GEO","","","","ZMP",""
