Year,BroodID,Visit,Date,Time,PlotID,Latitude,Longitude,Stage,HatchDate,AgeType,ChickAge,NumberChicks,Observer,ChickAgeEst,Adult1FlagCode,Adult1FlagColor,Adult2FlagCode,Adult2FlagColor,Comments
2019,1LN,2,7/3/2019,13:57,34 MI,,,unk,,,,0,ZMP,,,,,,"Brood not found, no radio signal"
2019,1LN,2,7/4/2019,13:57,34 MI,,,Fail,,,,0,ZMP,,,,,,"Brood not found, no radio signal"
2019,1LP,1,7/1/2019,14:20,Steven,64.848909,-166.017807,Brood,6/14/2019,Estimated,,3,ZMP,12,1LP,FEDG,,,
2019,1LP,2,7/5/2019,17:20,Steven,64,-165,unk,,,,0,ZMP,,,,,,
2019,1LP,3,7/5/2019,22:57,34 MI,64.81555,-166.00157,Fail,,,,0,ZMP,,,,,,
2019,1MK,1,7/5/2019,21:30,34 MI,64.814219,-165.985374,Brood,7/2/2019,Estimated,,4,ZMP,3,1MK,FEDG,,,
2019,1MK,2,7/6/2019,16:24,34 MI,64.8166766,-165.995356,Brood,7/2/2019,Estimated,,2,ZMP,,1MK,FEDG,,,
2019,1MK,3,7/9/2019,12:20,34 MI,64.8159,-165.9888,Brood,7/2/2019,Estimated,,2,JGW,6.5,1MK,FEDG,,,2 chicks same as chicks seen 3 days ago
2019,1MK,4,7/11/2019,10:10,34 MI,64.8157,-165.9832,Brood,7/2/2019,Estimated,,2,WAB,10,1MK,FEDG,,,2 chicks
2019,1MK,4,7/14/2019,11:01,34 MI,64.8148553,-165.977753,Brood,7/2/2019,Estimated,,1,CFG,,,,,,
2019,6TM,1,6/27/2019,10:30,37 MI,64.84038,-166.08456,Brood,6/15/2019,Estimated,,1,ZMP,9,6TM,FELG,,,
2019,6TM,2,6/30/2019,12:27,37 MI,64.843,-166.083,Brood,6/15/2019,Estimated,,1,ZMP,14.6,6TM,FELG,,,1 chick
2019,6TM,3,7/4/2019,13:50,37 MI,64.845,-166.1024,Not Found,,,,0,ZMP,,,,,,"Radio fell off, brood not found"
2019,6VV,1,7/5/2019,18:23,Feather East,64.8389,-165.9249,Brood,6/10/2019,Estimated,,2,CFG,24,6VV,FELG,,,
